Age,Department,JobRole,Gender,MonthlyIncome,OverTime,JobSatisfaction,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,RiskScore,Attrition,ML_AttritionProbability,ML_PredictedAttrition,RiskTier,RiskFlags,HRRecommendations,InterventionCount
56,Research & Development,Manufacturing Director,Male,7260,No,4,2,6,0,0,No,5.29,No,🟡 MEDIUM,BELOW_AVG_HIKE | POOR_RELATIONSHIPS | LOW_INVOLVEMENT,📈 Review annual appraisal cycle; ensure hike is at least at industry median. | 🤝 Facilitate team-building activities and peer mentoring programs. | 🎯 Re-align role responsibilities; consider lateral move to a higher-impact project.,3
23,Sales,Sales Representative,Male,2322,No,1,3,0,0,4,No,21.52,No,🟡 MEDIUM,LOW_SALARY | LOW_JOB_SATISFACTION | NEW_HIRE_FLIGHT_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,3
51,Research & Development,Laboratory Technician,Male,2075,No,4,3,4,0,1,No,4.99,No,🟢 LOW,LOW_SALARY,💰 Conduct immediate salary benchmarking and adjust compensation to market rate.,1
30,Research & Development,Healthcare Representative,Male,4152,No,4,3,11,10,1,No,5.76,No,🟡 MEDIUM,POOR_RELATIONSHIPS | STAGNANT_CAREER,🤝 Facilitate team-building activities and peer mentoring programs. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,2
46,Sales,Sales Executive,Male,9619,No,4,3,9,4,0,Yes,82.14,Yes,🔴 CRITICAL,STAGNANT_CAREER | ML_HIGH_RISK,🚀 Create an individual development plan (IDP) and fast-track promotion review. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,2
40,Research & Development,Healthcare Representative,Male,13503,No,2,2,22,11,3,No,3.5,No,🟢 LOW,STAGNANT_CAREER,🚀 Create an individual development plan (IDP) and fast-track promotion review.,1
51,Sales,Sales Executive,Male,5441,Yes,4,1,10,1,4,No,18.72,No,🟡 MEDIUM,OVERTIME_STRESS | POOR_WLB,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🏡 Introduce flexible/remote work options and mandatory wellness days.,2
30,Sales,Sales Executive,Female,5209,Yes,2,2,11,2,4,No,4.22,No,🟢 LOW,OVERTIME_STRESS,⏱️  Audit workload distribution; enforce overtime caps and offer comp time.,1
46,Research & Development,Healthcare Representative,Male,10673,Yes,1,2,10,9,5,No,7.36,No,🟡 MEDIUM,OVERTIME_STRESS | LOW_JOB_SATISFACTION | STAGNANT_CAREER,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,3
32,Sales,Sales Executive,Male,5010,No,3,3,11,5,0,No,5.53,No,🟡 MEDIUM,POOR_RELATIONSHIPS | STAGNANT_CAREER | NO_TRAINING,🤝 Facilitate team-building activities and peer mentoring programs. | 🚀 Create an individual development plan (IDP) and fast-track promotion review. | 📚 Immediately enroll in skill-development programs; assign a learning budget.,3
54,Research & Development,Research Director,Female,13549,No,3,1,4,0,2,No,5.45,No,🟠 HIGH,POOR_WLB | POOR_ENVIRONMENT | POOR_RELATIONSHIPS | HIGH_JOB_HOPPER,"🏡 Introduce flexible/remote work options and mandatory wellness days. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🤝 Facilitate team-building activities and peer mentoring programs. | 🔗 Offer retention bonus tied to 2-year tenure milestone.",4
24,Sales,Sales Executive,Female,4999,No,3,2,3,0,0,No,7.24,No,🟡 MEDIUM,POOR_ENVIRONMENT | POOR_RELATIONSHIPS,"🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🤝 Facilitate team-building activities and peer mentoring programs.",2
28,Sales,Sales Executive,Male,4221,No,3,4,5,0,0,No,5.92,No,🟢 LOW,NONE,No immediate action required.,0
58,Sales,Sales Executive,Male,13872,No,3,2,37,1,0,No,8.94,No,🟢 LOW,NONE,No immediate action required.,0
44,Research & Development,Laboratory Technician,Male,2042,No,2,4,3,1,3,No,6.29,No,🟢 LOW,LOW_SALARY,💰 Conduct immediate salary benchmarking and adjust compensation to market rate.,1
37,Human Resources,Human Resources,Male,2073,Yes,1,3,3,0,5,Yes,91.2,Yes,🔴 CRITICAL,LOW_SALARY | OVERTIME_STRESS | LOW_JOB_SATISFACTION | ML_HIGH_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | ⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,4
32,Research & Development,Research Scientist,Male,2956,No,1,3,1,0,4,No,22.13,No,🟡 MEDIUM,LOW_SALARY | LOW_JOB_SATISFACTION | NEW_HIRE_FLIGHT_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,3
20,Research & Development,Laboratory Technician,Female,2926,Yes,4,3,1,1,4,Yes,93.48,Yes,🔴 CRITICAL,LOW_SALARY | OVERTIME_STRESS | NEW_HIRE_FLIGHT_RISK | ML_HIGH_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | ⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,4
34,Research & Development,Research Scientist,Female,4809,No,3,3,16,2,0,No,2.89,No,🟢 LOW,POOR_ENVIRONMENT,"🏢 Review team dynamics, physical workspace, and DEI climate surveys.",1
37,Research & Development,Healthcare Representative,Male,5163,No,4,4,1,0,1,No,8.85,No,🟡 MEDIUM,NEW_HIRE_FLIGHT_RISK | HIGH_JOB_HOPPER,🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,2
59,Human Resources,Manager,Female,18844,No,4,3,3,2,0,No,6.75,No,🟢 LOW,HIGH_JOB_HOPPER,🔗 Offer retention bonus tied to 2-year tenure milestone.,1
50,Research & Development,Research Director,Female,18172,Yes,2,2,8,0,4,No,10.01,No,🟡 MEDIUM,OVERTIME_STRESS | POOR_ENVIRONMENT | POOR_RELATIONSHIPS,"⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🤝 Facilitate team-building activities and peer mentoring programs.",3
25,Sales,Sales Executive,Male,5744,Yes,3,3,6,0,2,Yes,89.09,Yes,🔴 CRITICAL,BELOW_AVG_HIKE | OVERTIME_STRESS | ML_HIGH_RISK,📈 Review annual appraisal cycle; ensure hike is at least at industry median. | ⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,3
25,Research & Development,Research Scientist,Male,2889,No,4,3,2,2,2,No,10.12,No,🟡 MEDIUM,LOW_SALARY | BELOW_AVG_HIKE | NEW_HIRE_FLIGHT_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 📈 Review annual appraisal cycle; ensure hike is at least at industry median. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,3
22,Research & Development,Laboratory Technician,Female,2871,No,4,3,0,0,2,No,24.47,No,🟡 MEDIUM,LOW_SALARY | NEW_HIRE_FLIGHT_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,2
51,Research & Development,Healthcare Representative,Female,7484,No,1,2,13,12,3,No,7.67,No,🟡 MEDIUM,LOW_JOB_SATISFACTION | POOR_ENVIRONMENT | STAGNANT_CAREER,"💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.",3
34,Research & Development,Laboratory Technician,Male,6074,Yes,3,3,9,0,2,Yes,84.82,Yes,🔴 CRITICAL,OVERTIME_STRESS | POOR_ENVIRONMENT | LOW_INVOLVEMENT | ML_HIGH_RISK,"⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🎯 Re-align role responsibilities; consider lateral move to a higher-impact project. | 🚨 AI model flags very high attrition probability — escalate to CHRO.",4
54,Human Resources,Manager,Female,17328,Yes,4,3,5,4,2,No,7.27,No,🟡 MEDIUM,OVERTIME_STRESS | STAGNANT_CAREER,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,2
24,Research & Development,Laboratory Technician,Male,2774,No,3,3,5,1,1,No,3.17,No,🟢 LOW,LOW_SALARY,💰 Conduct immediate salary benchmarking and adjust compensation to market rate.,1
34,Research & Development,Research Scientist,Female,4505,No,2,3,1,0,3,No,10.82,No,🟡 MEDIUM,NEW_HIRE_FLIGHT_RISK | HIGH_JOB_HOPPER,🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,2
37,Sales,Sales Executive,Male,7428,No,4,3,5,1,0,No,3.7,No,🟢 LOW,POOR_RELATIONSHIPS,🤝 Facilitate team-building activities and peer mentoring programs.,1
34,Research & Development,Manager,Female,11631,No,1,3,11,5,2,No,2.75,No,🟡 MEDIUM,LOW_JOB_SATISFACTION | STAGNANT_CAREER,💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,2
36,Sales,Sales Executive,Female,9738,No,4,3,9,2,0,No,6.3,No,🟢 LOW,NONE,No immediate action required.,0
36,Research & Development,Laboratory Technician,Female,2835,No,4,3,1,0,2,No,11.91,No,🟠 HIGH,LOW_SALARY | POOR_ENVIRONMENT | POOR_RELATIONSHIPS | NEW_HIRE_FLIGHT_RISK | HIGH_JOB_HOPPER,"💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🤝 Facilitate team-building activities and peer mentoring programs. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🔗 Offer retention bonus tied to 2-year tenure milestone.",5
43,Sales,Manager,Male,16959,Yes,4,4,25,4,2,No,5.29,No,🟡 MEDIUM,OVERTIME_STRESS | STAGNANT_CAREER,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,2
30,Research & Development,Research Scientist,Male,2613,No,3,2,10,0,1,No,8.7,No,🟡 MEDIUM,LOW_SALARY | POOR_ENVIRONMENT | LOW_INVOLVEMENT,"💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🎯 Re-align role responsibilities; consider lateral move to a higher-impact project.",3
33,Sales,Sales Executive,Male,6146,No,2,4,7,0,2,No,6.39,No,🟢 LOW,POOR_RELATIONSHIPS,🤝 Facilitate team-building activities and peer mentoring programs.,1
56,Research & Development,Research Scientist,Female,4963,Yes,2,3,5,4,4,Yes,70.83,Yes,🔴 CRITICAL,OVERTIME_STRESS | POOR_RELATIONSHIPS | STAGNANT_CAREER | HIGH_JOB_HOPPER | ML_HIGH_RISK,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🤝 Facilitate team-building activities and peer mentoring programs. | 🚀 Create an individual development plan (IDP) and fast-track promotion review. | 🔗 Offer retention bonus tied to 2-year tenure milestone. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,5
51,Research & Development,Research Director,Male,19537,No,3,3,20,15,1,No,9.28,No,🟡 MEDIUM,POOR_ENVIRONMENT | STAGNANT_CAREER | HIGH_JOB_HOPPER,"🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🚀 Create an individual development plan (IDP) and fast-track promotion review. | 🔗 Offer retention bonus tied to 2-year tenure milestone.",3
31,Sales,Sales Executive,Male,6172,Yes,3,2,7,7,3,Yes,90.37,Yes,🔴 CRITICAL,OVERTIME_STRESS | STAGNANT_CAREER | LOW_INVOLVEMENT | ML_HIGH_RISK,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🚀 Create an individual development plan (IDP) and fast-track promotion review. | 🎯 Re-align role responsibilities; consider lateral move to a higher-impact project. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,4
26,Research & Development,Research Scientist,Female,2368,No,2,2,5,4,3,No,7.93,No,🟡 MEDIUM,LOW_SALARY | STAGNANT_CAREER,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,2
58,Research & Development,Healthcare Representative,Female,10312,No,4,2,40,15,1,Yes,61.32,Yes,🟠 HIGH,STAGNANT_CAREER | ML_MEDIUM_RISK,🚀 Create an individual development plan (IDP) and fast-track promotion review. | ⚠️  AI model flags moderate attrition probability — place on HR watch list.,2
19,Sales,Sales Representative,Male,1675,Yes,3,2,0,0,4,Yes,96.64,Yes,🔴 CRITICAL,LOW_SALARY | OVERTIME_STRESS | NEW_HIRE_FLIGHT_RISK | ML_HIGH_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | ⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,4
22,Research & Development,Laboratory Technician,Male,2523,No,4,3,2,2,2,No,5.53,No,🟡 MEDIUM,LOW_SALARY | NEW_HIRE_FLIGHT_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,2
49,Research & Development,Manufacturing Director,Female,6567,No,1,2,15,5,2,No,4.63,No,🟡 MEDIUM,LOW_JOB_SATISFACTION | STAGNANT_CAREER,💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,2
43,Research & Development,Research Scientist,Female,4739,No,3,3,3,1,0,No,6.68,No,🟢 LOW,NONE,No immediate action required.,0
50,Sales,Sales Executive,Female,9208,No,4,3,2,2,1,No,7.01,No,🟡 MEDIUM,BELOW_AVG_HIKE | NEW_HIRE_FLIGHT_RISK,📈 Review annual appraisal cycle; ensure hike is at least at industry median. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,2
31,Sales,Sales Executive,Female,4559,Yes,3,3,2,2,3,Yes,80.52,Yes,🔴 CRITICAL,BELOW_AVG_HIKE | OVERTIME_STRESS | LOW_INVOLVEMENT | NEW_HIRE_FLIGHT_RISK | ML_HIGH_RISK,📈 Review annual appraisal cycle; ensure hike is at least at industry median. | ⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🎯 Re-align role responsibilities; consider lateral move to a higher-impact project. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,5
41,Sales,Sales Executive,Male,8189,Yes,3,3,9,0,2,No,4.48,No,🟢 LOW,OVERTIME_STRESS,⏱️  Audit workload distribution; enforce overtime caps and offer comp time.,1
26,Human Resources,Human Resources,Female,2942,No,3,3,8,5,1,No,5.17,No,🟡 MEDIUM,LOW_SALARY | STAGNANT_CAREER,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,2
36,Research & Development,Manufacturing Director,Male,4941,No,2,3,3,0,2,No,7.54,No,🟡 MEDIUM,NO_TRAINING | HIGH_JOB_HOPPER,📚 Immediately enroll in skill-development programs; assign a learning budget. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,2
51,Research & Development,Manufacturing Director,Male,10650,No,4,3,4,0,0,Yes,59.28,Yes,🟠 HIGH,POOR_ENVIRONMENT | LOW_INVOLVEMENT | ML_MEDIUM_RISK,"🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🎯 Re-align role responsibilities; consider lateral move to a higher-impact project. | ⚠️  AI model flags moderate attrition probability — place on HR watch list.",3
39,Sales,Sales Executive,Female,5902,No,3,4,15,5,0,No,3.21,No,🟢 LOW,STAGNANT_CAREER,🚀 Create an individual development plan (IDP) and fast-track promotion review.,1
25,Sales,Sales Executive,Male,8639,No,3,3,2,2,1,No,14.58,No,🟡 MEDIUM,POOR_ENVIRONMENT | NEW_HIRE_FLIGHT_RISK,"🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.",2
30,Human Resources,Human Resources,Male,6347,Yes,4,1,11,4,4,No,7.31,No,🟡 MEDIUM,OVERTIME_STRESS | POOR_WLB | STAGNANT_CAREER,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🏡 Introduce flexible/remote work options and mandatory wellness days. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,3
32,Research & Development,Laboratory Technician,Female,4200,No,1,4,5,0,2,Yes,85.38,Yes,🔴 CRITICAL,LOW_JOB_SATISFACTION | POOR_ENVIRONMENT | POOR_RELATIONSHIPS | HIGH_JOB_HOPPER | ML_HIGH_RISK,"💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🤝 Facilitate team-building activities and peer mentoring programs. | 🔗 Offer retention bonus tied to 2-year tenure milestone. | 🚨 AI model flags very high attrition probability — escalate to CHRO.",5
45,Research & Development,Research Scientist,Male,3452,No,4,2,6,0,0,No,6.97,No,🟢 LOW,HIGH_JOB_HOPPER,🔗 Offer retention bonus tied to 2-year tenure milestone.,1
